Agency,Alarm Date,Burn Days,Burn Days (raw),Comments,Cont Date,Fire Name,Fire Num,Inc Num,State,Unit Id,Year,C Method,Cause,Geometry Wildfire,Gis Acres,Objectid,Objective,Report Ac,SHAPE Area,SHAPE Length
NPS,,,, ,,HALF DOME,00000055,00000000,CA,YNP,1953,,1,MultiPolygon,165.55949,39964,1,,6.848629161e-05,0.041671372
NPS,,,, ,,CARL INN,00000060,00000000,CA,YNP,1953,,1,MultiPolygon,151.93872,39961,1,,6.291147565e-05,0.033942088
NPS,,,, ,,ROCKY POINT,00000062,00000000,CA,YNP,1953,,1,MultiPolygon,457.00723,39965,1,,0.000188870,0.056868705
NPS,,,, ,,GRAVEL LAKE,00000066,00000000,CA,YNP,1953,,1,MultiPolygon,7.952292,39957,1,,3.299677003e-06,0.006513889
NPS,,,, ,, ,00000007,00000000,CA,YNP,1956,,1,MultiPolygon,8.9459229,39909,1,,3.700410523e-06,0.006896446
NPS,,,, ,, ,00000002,00000000,CA,YNP,1960,,1,MultiPolygon,19.417149,39971,1,,8.048272517e-06,0.015223149
NPS,,,, ,,MT. GIBSON,00000070,00000000,CA,YNP,1960,,1,MultiPolygon,1470.9596,39970,1,,0.000610455,0.105380228
NPS,,,, ,,GUNSIGHT,00000077,00000000,CA,YNP,1960,,1,MultiPolygon,256.76025,39954,1,,0.000106159,0.042603897
NPS,,,, ,,QUARTZ,00000084,00000000,CA,YNP,1960,,1,MultiPolygon,51.357754,39972,1,,2.123937925e-05,0.018126862
NPS,,,, ,,EAGLE,00000066,00000000,CA,YNP,1961,,1,MultiPolygon,171.83965,39937,1,,7.107609346e-05,0.035559531
NPS,,,, ,,ROYAL,00000068,00000000,CA,YNP,1961,,1,MultiPolygon,51.559834,39936,1,,2.133303624e-05,0.017184415
NPS,,,, ,,LONG GULCH,00000060,00000000,CA,YNP,1966,,1,MultiPolygon,7.8507805,39975,1,,3.252083863e-06,0.006466081
NPS,,,, ,,TUOLUMNE PEAK,00000062,00000000,CA,YNP,1966,,1,MultiPolygon,37.77824,39974,1,,1.565784865e-05,0.014188924
NPS,,,, ,, ,00000149,00000000,CA,YNP,1967,,1,MultiPolygon,17.890676,39976,1,,7.381808662e-06,0.009738446
NPS,,,, ,,WAWONA DOME,00000077,00000000,CA,YNP,1968,,1,MultiPolygon,32.618805,39938,1,,1.345991863e-05,0.013843060
NPS,,,, ,,PAYCHECK,00000079,00000000,CA,YNP,1968,,1,MultiPolygon,21.866255,39908,1,,9.075518783e-06,0.010803801
NPS,,,, ,, ,00000000,00000000,CA,YNP,1971,,1,MultiPolygon,11.182645,39943,1,,4.640434206e-06,0.007725295
NPS,,,, ,, ,00000000,00000000,CA,YNP,1971,,1,MultiPolygon,24.795664,39944,1,,1.025678960e-05,0.013592752
NPS,,,, ,, ,00000000,00000000,CA,YNP,1971,,1,MultiPolygon,10.935075,39945,1,,4.520256438e-06,0.007621738
NPS,,,, ,,HOOVER,00000016,00000000,CA,YNP,1972,,1,MultiPolygon,9.7423658,39968,1,,4.024519629e-06,0.007191605
NPS,,,, ,,CHERRY CREEK,00000006,00000000,CA,YNP,1973,,1,MultiPolygon,11.921369,40010,1,,4.946105419e-06,0.007975908
NPS,,,, ,,MEXICAN NATIONA,00000013,00000000,CA,YNP,1973,,1,MultiPolygon,19.078945,40009,1,,7.917082818e-06,0.010090346
NPS,,,, ,,CANDLE,00000099,00000000,CA,YNP,1974,,1,MultiPolygon,13.91715,39929,1,,5.756071070e-06,0.008601105
NPS,,,, ,, ,00000098,00000000,CA,YNP,1976,,1,MultiPolygon,63.338833,40050,1,,2.612812594e-05,0.021663500
NPS,,,, ,, ,00000237,00000000,CA,YNP,1976,,1,MultiPolygon,105.29572,40049,1,,4.355601761e-05,0.031299987
NPS,,,, ,, ,00000030,00000000,CA,YNP,1977,,1,MultiPolygon,10.934131,40052,1,,4.533415558e-06,0.007634726
NPS,,,, ,, ,00000071,00000000,CA,YNP,1978,,1,MultiPolygon,25.264469,39930,1,,1.047838457e-05,0.011906139
NPS,,,, ,, ,00000075,00000000,CA,YNP,1978,,1,MultiPolygon,13.432034,39931,1,,5.543598753e-06,0.008770783
NPS,,,, ,, ,00000021,00000000,CA,YNP,1979,,1,MultiPolygon,12.925746,40055,1,,5.332861755e-06,0.008277090
NPS,,,, ,, ,00000092,00000000,CA,YNP,1980,,1,MultiPolygon,18.765963,39916,1,,7.758932850e-06,0.010354575
NPS,,,, ,, ,00000094,00000000,CA,YNP,1980,,1,MultiPolygon,13.917451,39934,1,,5.756050843e-06,0.008601044
NPS,,,, ,, ,00000096,00000000,CA,YNP,1980,,1,MultiPolygon,18.883606,39915,1,,7.807793156e-06,0.010017493
NPS,,,, ,, ,00000097,00000000,CA,YNP,1980,,1,MultiPolygon,457.67175,40057,1,,0.000189078,0.054724715
NPS,,,, ,, ,00000098,00000000,CA,YNP,1980,,1,MultiPolygon,25.71781,40058,1,,1.061355401e-05,0.013641455
NPS,,,, ,, ,00000099,00000000,CA,YNP,1980,,1,MultiPolygon,588.15942,40056,1,,0.000243076,0.069476475
NPS,,,, ,, ,00000078,00000000,CA,YNP,1982,,1,MultiPolygon,110.61475,39904,1,,4.587877303e-05,0.032797743
NPS,,,, ,, ,00000044,00000000,CA,YNP,1985,,1,MultiPolygon,40.473568,40001,1,,1.678870231e-05,0.017720649
NPS,,,, ,, ,00000053,00000000,CA,YNP,1985,,1,MultiPolygon,18.243376,40003,1,,7.562656962e-06,0.011340369
NPS,,,, ,, ,00000054,00000000,CA,YNP,1985,,1,MultiPolygon,9.2927809,40002,1,,3.852519544e-06,0.007048956
NPS,,,, ,, ,00000057,00000000,CA,YNP,1987,,1,MultiPolygon,55.532093,39932,1,,2.300707651e-05,0.022433549
NPS,,,, ,, ,00000149,00000000,CA,YNP,1987,,1,MultiPolygon,9.9355755,39933,1,,4.109069611e-06,0.007267351
NPS,,,, ,, ,00000059,00000000,CA,YNP,1988,,1,MultiPolygon,10.041566,39946,1,,4.157891150e-06,0.007310722
NPS,,,, ,, ,00000148,00000000,CA,YNP,1988,,1,MultiPolygon,9.4421873,39947,1,,3.900356410e-06,0.007079503
NPS,,,, ,, ,00000096,00000000,CA,YNP,1989,,1,MultiPolygon,7.9939604,40124,1,,3.314093088e-06,0.006535714
NPS,,,, ,, ,00000127,00000000,CA,YNP,1989,,1,MultiPolygon,10.993795,40125,1,,4.536343762e-06,0.007628103
NPS,,,, ,, ,00000067,00000000,CA,YNP,1990,,1,MultiPolygon,6.9940896,40039,1,,2.895053723e-06,0.006096273
NPS,,,, ,, ,00000068,00000000,CA,YNP,1990,,1,MultiPolygon,9.9939137,40038,1,,4.137140680e-06,0.007290140
NPS,,,, ,, ,00000076,00000000,CA,YNP,1990,,1,MultiPolygon,34.978062,40040,1,,1.446245349e-05,0.013616825
NPS,,,, ,, ,00000080,00000000,CA,YNP,1990,,1,MultiPolygon,570.03735,39988,1,,0.000236009,0.089226973
NPS,,,, ,, ,00000083,00000000,CA,YNP,1990,,1,MultiPolygon,7.9942555,40054,1,,3.317070775e-06,0.006539142
NPS,,,, ,, ,00000084,00000000,CA,YNP,1990,,1,MultiPolygon,34.977222,39986,1,,1.450287629e-05,0.013647476
NPS,,,, ,, ,00000085,00000000,CA,YNP,1990,,1,MultiPolygon,195.15991,40053,1,,8.100187320e-05,0.042164345
NPS,,,, ,, ,00000087,00000000,CA,YNP,1990,,1,MultiPolygon,6.9962811,39987,1,,2.900651062e-06,0.006119933
NPS,,,, ,, ,00000094,00000000,CA,YNP,1990,,1,MultiPolygon,14.993011,40042,1,,6.197989908e-06,0.008916145
NPS,,,, ,, ,00000095,00000000,CA,YNP,1990,,1,MultiPolygon,76.088692,40045,1,,3.142923052e-05,0.022701592
NPS,,,, ,, ,00000096,00000000,CA,YNP,1990,,1,MultiPolygon,13.633632,40044,1,,5.635545964e-06,0.009215597
NPS,,,, ,, ,00000097,00000000,CA,YNP,1990,,1,MultiPolygon,163.87337,40041,1,,6.774793735e-05,0.044129633
NPS,,,, ,, ,00000098,00000000,CA,YNP,1990,,1,MultiPolygon,12.992744,40043,1,,5.370740103e-06,0.008300249
NPS,,,, ,, ,00000126,00000000,CA,YNP,1990,,1,MultiPolygon,19.239035,40046,1,,7.987741772e-06,0.010934940
NPS,,,, ,, ,00000120,00000000,CA,YNP,1991,,1,MultiPolygon,7.4237542,39948,1,,3.073015251e-06,0.007421897
NPS,,,,,, ,00000016,00000000,CA,YNP,1992,,1,MultiPolygon,88.426155,39955,1,,3.664031966e-05,0.026035827
NPS,,,,,, ,00000129,00000000,CA,YNP,1992,,1,MultiPolygon,81.921303,39939,1,,3.383871860e-05,0.022470584
NPS,,,, ,, ,00000147,00000000,CA,YNP,1992,,1,MultiPolygon,32.04501,39940,1,,1.323740040e-05,0.015494848
NPS,,,, ,, ,00000189,00000000,CA,YNP,1992,,1,MultiPolygon,54.520164,39956,1,,2.258758583e-05,0.019924209
NPS,,,, ,, ,00000011,00000000,CA,YNP,1994,,1,MultiPolygon,10.494454,40037,1,,4.330447878e-06,0.007452922
NPS,,,, ,, ,00000071,00000000,CA,YNP,1994,,1,MultiPolygon,3251.9009,40036,1,,0.001343695,0.268329036
NPS,,,, ,,ACKERSON (SPOT),00000120,00000000,CA,YNP,1996,,1,MultiPolygon,30.952715,39977,1,,1.281627207e-05,0.013560735
NPS,,,,,,HARDEN,00000149,00000000,CA,YNP,1998,,1,MultiPolygon,117.95064,40174,1,,4.888221888e-05,0.039002009
NPS,,,, ,,HOOVER,00000106,00000000,CA,YNP,1998,,1,MultiPolygon,9.7490807,40175,1,,4.027211991e-06,0.010497005
NPS,,,, ,,CHIL,00000076,00000000,CA,YNP,1999,,1,MultiPolygon,177.82739,40203,1,,7.341844347e-05,0.043102431
NPS,,,, ,,DARK,00000077,00000000,CA,YNP,1999,,1,MultiPolygon,865.58435,40084,1,,0.000358505,0.106343726
NPS,,,, ,,PATE,00000111,00000000,CA,YNP,1999,,1,MultiPolygon,28.292276,40083,1,,1.172878192e-05,0.018334538
NPS,,,, ,,ELEANOR,00000113,00000000,CA,YNP,1999,,1,MultiPolygon,2573.7944,40079,1,,0.001068494,0.181916910
NPS,,,, ,,LECONTE,00000117,00000000,CA,YNP,1999,,1,MultiPolygon,8855.9492,40081,1,,0.003673168,0.429772571
NPS,,,, ,,LECONTE (SPOT),00000117,00000000,CA,YNP,1999,,1,MultiPolygon,38.934288,40082,1,,1.615238859e-05,0.016311410
NPS,,,, ,,VERNON,00000133,00000000,CA,YNP,1999,,1,MultiPolygon,26.233124,40080,1,,1.088771813e-05,0.014387660
NPS,10/16/2000 12:00:00 AM,,, ,,ECHO CREE,00000377,00000000,CA,YNP,2000,,1,MultiPolygon,38.223415,40078,1,,1.582026591e-05,0.018415021
NPS,7/3/2001 12:00:00 AM,,, ,,CLARK,00000000,00001547,CA,YNP,2001,,1,MultiPolygon,40.144741,40207,1,,1.659933560e-05,0.029080073
NPS,8/9/2001 12:00:00 AM,,, ,,LYELL,00000000,00002286,CA,YNP,2001,,1,MultiPolygon,14.524698,40205,1,,6.014813121e-06,0.019561840
NPS,8/13/2001 12:00:00 AM,,, ,,KUNA,00000000,00002386,CA,YNP,2001,,1,MultiPolygon,18.284235,40206,1,,7.572440730e-06,0.014761228
NPS,9/25/2001 12:00:00 AM,,, ,,MCSWAIN,00000000,00003026,CA,YNP,2001,,1,MultiPolygon,7.4291143,40204,1,,3.077696437e-06,0.015355019
NPS,,,, ,,BRIGHT,00000016,00000000,CA,YNP,1957,,9,MultiPolygon,17.310293,39923,1,,7.184234371e-06,0.018871844
NPS,,,, ,,HALF DOME,00000061,00000000,CA,YNP,1960,,9,MultiPolygon,21.278463,39969,1,,8.803519445e-06,0.015241337
NPS,,,, ,,ECHO,00000049,00000000,CA,YNP,1966,,9,MultiPolygon,146.1138,39973,1,,6.044377224e-05,0.045565848
NPS,,,, ,,UNION POINT,00000010,00000000,CA,YNP,1968,,9,MultiPolygon,168.3914,39907,1,,6.964945807e-05,0.044805242
NPS,,,, ,,POOPENAUT,00000016,00000000,CA,YNP,1968,,9,MultiPolygon,1104.9659,39906,1,,0.000458275,0.123252277
NPS,,,, ,,MOSQUITO CREEK,00000045,00000000,CA,YNP,1970,,9,MultiPolygon,12.544522,39967,1,,5.177276563e-06,0.010319225
NPS,,,, ,,TRAILER,00000018,00000000,CA,YNP,1973,,9,MultiPolygon,39.972519,40008,1,,1.652071669e-05,0.018852443
NPS,,,, ,,UPLIFT,00000073,00000000,CA,YNP,1973,,9,MultiPolygon,156.91417,40007,1,,6.490711323e-05,0.045129682
NPS,,,, ,,HERE AGAIN,00000050,00000000,CA,YNP,1975,,9,MultiPolygon,50.843819,40006,1,,2.098069795e-05,0.018218612
NPS,,,, ,,PATE VALLEY,00000158,00000000,CA,YNP,1975,,9,MultiPolygon,518.7796,40005,1,,0.000215170,0.072961212
NPS,,,, ,,FRANKLIN,00000072,00000000,CA,YNP,1976,,9,MultiPolygon,19.191383,40048,1,,7.937656592e-06,0.012992882
NPS,,,, ,,STUART,00000203,00000000,CA,YNP,1976,,9,MultiPolygon,126.28155,40047,1,,5.223764077e-05,0.036198712
NPS,,,, ,,WESTFALL,00000119,00000000,CA,YNP,1977,,9,MultiPolygon,39.010609,40051,1,,1.611923939e-05,0.020215884
NPS,,,, ,,IRON,00000026,00000000,CA,YNP,1985,,9,MultiPolygon,23.19227,40093,1,,9.572384080e-06,0.012202671
NPS,,,, ,,CONCERT,00000087,00000000,CA,YNP,1985,,9,MultiPolygon,10.384359,40092,1,,4.285107145e-06,0.010902615
NPS,,,, ,,BROKEN BOW,00000023,00000000,CA,YNP,1986,,9,MultiPolygon,16.137941,39953,1,,6.691766002e-06,0.011606912
NPS,,,, ,,PATE,00000022,00000000,CA,YNP,1994,,9,MultiPolygon,25.31971,40035,1,,1.049915840e-05,0.013381268
NPS,,,, ,,BRIDAL,00000110,00000000,CA,YNP,1995,,9,MultiPolygon,161.26912,40151,1,,6.668279710e-05,0.042727491
NPS,,,, ,,RANGER Y,00000010,00000000,CA,YNP,1996,,9,MultiPolygon,12.064476,39978,1,,4.991093429e-06,0.012602283
NPS,,,, ,,PW5B,00000040,00000000,CA,YNP,1996,,9,MultiPolygon,8.3526726,39922,1,,3.456014871e-06,0.023931041
NPS,,,, ,,LEANING,00000112,00000000,CA,YNP,1996,,9,MultiPolygon,15.277187,39941,1,,6.317256612e-06,0.009765224
NPS,,,, ,,TILTILL,00000148,00000000,CA,YNP,1996,,9,MultiPolygon,25.808779,39942,1,,1.071159986e-05,0.014789961
NPS,,,, ,,FORESTA #1,00000165,00000000,CA,YNP,1997,,9,MultiPolygon,32.747627,39949,1,,1.353906771e-05,0.016361126
NPS,,,, ,,LOST BEAR BURNO,00000071,00000000,CA,YNP,1999,,9,MultiPolygon,113.19067,40202,1,,4.675732850e-05,0.052736723
NPS,,,, ,,JUNCTION,00000186,00000000,CA,YNP,1999,,9,MultiPolygon,19.997446,40086,1,,8.272614591e-06,0.010660755
NPS,,,, ,,LOST VALLEY,00000202,00000000,CA,YNP,1999,,9,MultiPolygon,889.362,40085,1,,0.000367980,0.092520430
NPS,,,,,,WILLIAMS RIDGE WE,00000000,00000000,CA,RWP,1991,,14,MultiPolygon,38.115963,39905,1,,1.654884604e-05,0.022115124
NPS,,,,,,MID-BASIN WEST,00000000,00000000,CA,RWP,1998,,14,MultiPolygon,52.397533,39910,1,,2.274147138e-05,0.029825284
NPS,,,,,,98 ELK,00000000,00000000,CA,RWP,1998,,14,MultiPolygon,37.004189,39911,1,,1.608109016e-05,0.019727742
USF,,,,,, ,00000010,00000000,CA,CNF,1950,,1,MultiPolygon,257.76337,28813,1,,0.000100333,0.049598631
USF,,,,,, ,00000013,00000000,CA,CNF,1950,,1,MultiPolygon,609.19397,28814,1,,0.000237832,0.079238296
USF,,,,,, ,00000065,00000000,CA,LNF,1950,,1,MultiPolygon,380.80063,27144,1,,0.000164858,0.052687358
USF,8/26/1950 12:00:00 AM,,,,,MT.VIDA,00000104,00000000,CA,MDF,1950,,1,MultiPolygon,25.360874,28340,1,,1.114023922e-05,0.014579077
USF,8/16/1950 12:00:00 AM,,,,,DRY LAKE,00000121,00000000,CA,MDF,1950,,1,MultiPolygon,224.74646,27211,1,,9.837884542e-05,0.043258059
USF,8/7/1950 12:00:00 AM,,,,,LONE ROCK VALLEY,00000069,00000000,CA,PNF,1950,,1,MultiPolygon,292.87558,27136,1,,0.000125358,0.069716504
USF,,,,,, ,00000113,00000000,CA,PNF,1950,,1,MultiPolygon,2600.5652,27134,1,,0.001109370,0.173034762
USF,,,,,, ,00000054,00000000,CA,SQF,1950,,1,MultiPolygon,202.31241,27153,1,,8.194718600e-05,0.070168119
USF,,,,,, ,00000071,00000000,CA,SQF,1950,,1,MultiPolygon,26.000105,27150,1,,1.053149709e-05,0.012448102
USF,,,,,, ,00000074,00000000,CA,SQF,1950,,1,MultiPolygon,3256.4446,27151,1,,0.001316891,0.226138088
USF,,,,,, ,00000130,00000000,CA,SQF,1950,,1,MultiPolygon,122.49591,27149,1,,5.007987730e-05,0.035170615
USF,,,,,, ,00000027,00000000,CA,CNF,1951,,1,MultiPolygon,629.11469,25944,1,,0.000246540,0.085636514
USF,,,,,, ,00000028,00000000,CA,CNF,1951,,1,MultiPolygon,52.976208,25950,1,,2.062786582e-05,0.017907940
USF,8/4/1951 12:00:00 AM,,,,,DEER LICK,00000047,00000000,CA,KNF,1951,,1,MultiPolygon,11.730601,22916,1,,5.112716175e-06,0.010416016
USF,8/4/1951 12:00:00 AM,,,,,TWIN CREEKS,00000049,00000000,CA,KNF,1951,,1,MultiPolygon,124.49585,22917,1,,5.422673078e-05,0.028712886
USF,8/18/1951 12:00:00 AM,,,,,THREE DEVILS,00000085,00000000,CA,KNF,1951,,1,MultiPolygon,10487.111,24595,1,,0.004603764,0.305920489
USF,8/18/1951 12:00:00 AM,,,,,BISHOP,00000089,00000000,CA,KNF,1951,,1,MultiPolygon,620.11353,22918,1,,0.000271330,0.073990887
USF,,,,,,513,00000097,00000000,CA,KNF,1951,,1,MultiPolygon,327.93518,22919,1,,0.000143623,0.061591184
USF,8/19/1951 12:00:00 AM,,,,,ROCK CREEK,00000098,00000000,CA,KNF,1951,,1,MultiPolygon,9.6842213,22920,1,,4.227960610e-06,0.007743861
USF,8/19/1951 12:00:00 AM,,,,,PONY PEAK,00000106,00000000,CA,KNF,1951,,1,MultiPolygon,4883.3325,22921,1,,0.002133924,0.265109939
USF,8/21/1951 12:00:00 AM,,,,,LITTLE S. FORK,00000117,00000000,CA,KNF,1951,,1,MultiPolygon,12.721025,22922,1,,5.582500810e-06,0.009075363
USF,8/21/1951 12:00:00 AM,,,,,MILL CREEK,00000142,00000000,CA,KNF,1951,,1,MultiPolygon,19.040449,22923,1,,8.289993352e-06,0.013075635
USF,8/21/1951 12:00:00 AM,,,,,METHODIST #2,00000144,00000000,CA,KNF,1951,,1,MultiPolygon,5.4895706,22924,1,,2.383759967e-06,0.006305971
USF,,,,,, ,00000019,00000000,CA,MDF,1951,,1,MultiPolygon,30.291853,30556,1,,1.316847371e-05,0.014440018
USF,8/5/1951 12:00:00 AM,,,,,BLUE MT.,00000114,00000000,CA,MDF,1951,,1,MultiPolygon,263.08398,30561,1,,0.000115369,0.044624914
USF,9/9/1951 12:00:00 AM,,,,,HOMESTEAD WE,00000117,00000000,CA,MDF,1951,,1,MultiPolygon,26.87401,30560,1,,1.180940474e-05,0.014029399
USF,,,,,, ,00000034,00000000,CA,SHF,1951,,1,MultiPolygon,216.29379,29563,1,,9.295365479e-05,0.052780484
USF,,,,,, ,00000098,00000000,CA,SHF,1951,,1,MultiPolygon,8289.2246,29564,1,,0.003588496,0.348650611
USF,,,,,, ,00000532,00000000,CA,SHF,1951,,1,MultiPolygon,189.29422,29569,1,,8.181856391e-05,0.038893065
USF,,,,,, ,00000034,00000000,CA,SQF,1951,,1,MultiPolygon,42.881241,25685,1,,1.753153128e-05,0.021284071
USF,9/16/1951 12:00:00 AM,,,,,MYTLE,00000339,00000000,CA,SRF,1951,,1,MultiPolygon,4.9780817,30568,1,,2.183007385e-06,0.005327158
USF,9/17/1951 12:00:00 AM,,,,,NOTICE CREEK,00200375,00000000,CA,SRF,1951,,1,MultiPolygon,318.63339,30570,1,,0.000138884,0.042462822
USF,9/17/1951 12:00:00 AM,,,,,FLINT VALLEY,00200376,00000000,CA,SRF,1951,,1,MultiPolygon,325.6951,23715,1,,0.000141951,0.063687970
USF,8/20/1951 12:00:00 AM,,,,,THREE FORKS,00400391,00000000,CA,SRF,1951,,1,MultiPolygon,11.949784,30573,1,,5.112249224e-06,0.008131031
USF,8/20/1951 12:00:00 AM,,,,,CUNNINGHAM,00400395,00000000,CA,SRF,1951,,1,MultiPolygon,5.974772,30574,1,,2.559147373e-06,0.005753585
USF,8/21/1951 12:00:00 AM,,,,,DENVER EVANS #2,00400399,00000000,CA,SRF,1951,,1,MultiPolygon,8.9620686,23712,1,,3.832992023e-06,0.007040385
USF,8/21/1951 12:00:00 AM,,,,,HETTEN ROCK,00400400,00000000,CA,SRF,1951,,1,MultiPolygon,4.680366,23713,1,,2.006341443e-06,0.005094822
USF,,,,,, ,00000037,00000000,CA,CNF,1952,,1,MultiPolygon,48.190319,24623,1,,1.877973792e-05,0.016583901
USF,7/30/1952 12:00:00 AM,,,,,TIMBER GULCH,00000051,00000000,CA,KNF,1952,,1,MultiPolygon,12.720789,29232,1,,5.519799013e-06,0.009477896
USF,7/30/1952 12:00:00 AM,,,,,SAINT CLAIR #2,00000052,00000000,CA,KNF,1952,,1,MultiPolygon,8.3044519,29233,1,,3.602022623e-06,0.007474121
USF,6/18/1952 12:00:00 AM,,,,,SHEEP CAMP,00000017,00000000,CA,MDF,1952,,1,MultiPolygon,794.46912,29225,1,,0.000348284,0.106234972
USF,,,,,, ,00000029,00000000,CA,SHF,1952,,1,MultiPolygon,150.22752,24635,1,,6.468751541e-05,0.035705069
USF,,,,,, ,00000001,00000000,CA,SNF,1952,,1,MultiPolygon,114.9397,29883,1,,4.730425989e-05,0.030985277
USF,,,,,, ,00000062,00000000,CA,SQF,1952,,1,MultiPolygon,9.8455133,29898,1,,3.981083236e-06,0.007822452
USF,,,,,, ,00000116,00000000,CA,SQF,1952,,1,MultiPolygon,13.226055,29897,1,,5.381430286e-06,0.010333046
USF,7/31/1953 12:00:00 AM,,,,,WHITES GULCH,00000024,00000000,CA,KNF,1953,,1,MultiPolygon,32.209698,23257,1,,1.401119065e-05,0.014681522
USF,8/13/1953 12:00:00 AM,,,,,BOULDER RIDGE,00000115,00000000,CA,KNF,1953,,1,MultiPolygon,20.149895,30759,1,,8.807923281e-06,0.012250455
USF,8/13/1953 12:00:00 AM,,,,,LUMPIRE,00000138,00000000,CA,KNF,1953,,1,MultiPolygon,21.45932,30760,1,,9.420381145e-06,0.013064296
USF,9/13/1953 12:00:00 AM,,,,,SIX MILE,00000152,00000000,CA,KNF,1953,,1,MultiPolygon,21.552698,30761,1,,9.367467500e-06,0.013691539
USF,9/15/1953 12:00:00 AM,,,,,YELLOW BUTTE,00000063,00000000,CA,MDF,1953,,1,MultiPolygon,408.04071,30688,1,,0.000178703,0.097235554
USF,,,,,, ,00000028,00000000,CA,SHF,1953,,1,MultiPolygon,189.1291,30645,1,,8.136955774e-05,0.035422194
USF,,,,,, ,00000085,00000000,CA,SHF,1953,,1,MultiPolygon,332.49573,30644,1,,0.000143589,0.072650173
USF,,,,,, ,00000095,00000000,CA,SHF,1953,,1,MultiPolygon,128.39561,30643,1,,5.559858345e-05,0.035193969
USF,,,,,, ,00000001,00000000,CA,SNF,1953,,1,MultiPolygon,1174.9313,30650,1,,0.000480534,0.100741857
USF,,,,,, ,00000006,00000000,CA,SNF,1953,,1,MultiPolygon,44.009296,30652,1,,1.808511484e-05,0.020199348
USF,,,,,, ,00000008,00000000,CA,SNF,1953,,1,MultiPolygon,170.84694,30654,1,,6.989498384e-05,0.037578477
USF,8/13/1953 12:00:00 AM,,,,,GOOSE CREEK,00000356,00000000,CA,SRF,1953,,1,MultiPolygon,32.53027,22511,1,,1.420868202e-05,0.014776517
USF,9/21/1953 12:00:00 AM,,,,,HURDY GURDY,00000359,00000000,CA,SRF,1953,,1,MultiPolygon,4.9785428,22486,1,,2.181474229e-06,0.005324823
USF,9/24/1953 12:00:00 AM,,,,,COOPER CREEK,00000360,00000000,CA,SRF,1953,,1,MultiPolygon,4.9781222,22487,1,,2.187075092e-06,0.005333218
USF,8/12/1953 12:00:00 AM,,,,,SIMS,00300228,00000000,CA,SRF,1953,,1,MultiPolygon,6.9702039,22489,1,,3.008033427e-06,0.006242640
USF,8/12/1953 12:00:00 AM,,,,,MINGO,00300229,00000000,CA,SRF,1953,,1,MultiPolygon,2.9873242,24971,1,,1.290162979e-06,0.004088658
USF,8/13/1953 12:00:00 AM,,,,,OAK KNOB,00300230,00000000,CA,SRF,1953,,1,MultiPolygon,148.3703,22509,1,,6.410922837e-05,0.035286242
USF,8/13/1953 12:00:00 AM,,,,,BELL SWAMP,00300231,00000000,CA,SRF,1953,,1,MultiPolygon,112.91444,23723,1,,4.891514617e-05,0.030999649
USF,8/13/1953 12:00:00 AM,,,,,LONE PINE,00300232,00000000,CA,SRF,1953,,1,MultiPolygon,12.630133,23724,1,,5.470720543e-06,0.009804409
USF,8/13/1953 12:00:00 AM,,,,,J. RUSS,00300252,00000000,CA,SRF,1953,,1,MultiPolygon,21.004744,22510,1,,9.070869283e-06,0.013299701
USF,8/12/1953 12:00:00 AM,,,,,GROUSE RIDGE,00400318,00000000,CA,SRF,1953,,1,MultiPolygon,5.2854753,22514,1,,2.259091151e-06,0.006189168
USF,8/12/1953 12:00:00 AM,,,,,SURVEYOR SPRINGS,00400322,00000000,CA,SRF,1953,,1,MultiPolygon,4.9789982,24973,1,,2.132448535e-06,0.005252034
USF,8/12/1953 12:00:00 AM,,,,,SOUTH FORK,00400331,00000000,CA,SRF,1953,,1,MultiPolygon,4.9789562,24974,1,,2.144548056e-06,0.005269949
USF,8/13/1953 12:00:00 AM,,,,,BLACK LASSICS,00400338,00000000,CA,SRF,1953,,1,MultiPolygon,77.67038,24975,1,,3.331909630e-05,0.020763744
USF,8/13/1953 12:00:00 AM,,,,,ROCK CREEK,00400343,00000000,CA,SRF,1953,,1,MultiPolygon,16.502106,25029,1,,7.056862825e-06,0.012133683
USF,8/13/1953 12:00:00 AM,,,,,BEAR CREEK,00400352,00000000,CA,SRF,1953,,1,MultiPolygon,9.8309402,22512,1,,4.217204277e-06,0.008432361
USF,8/13/1953 12:00:00 AM,,,,,SIGNAL PEAK,00400354,00000000,CA,SRF,1953,,1,MultiPolygon,10.688663,22513,1,,4.584012069e-06,0.009656701
USF,8/13/1953 12:00:00 AM,,,,,BUCK MTN.,00400361,00000000,CA,SRF,1953,,1,MultiPolygon,4.9788384,24976,1,,2.138868315e-06,0.005261559
USF,8/13/1953 12:00:00 AM,,,,,WINDY NIP,00400364,00000000,CA,SRF,1953,,1,MultiPolygon,4.9788384,24977,1,,2.140118681e-06,0.005263400
USF,8/13/1953 12:00:00 AM,,,,,KRELLWITZ,00400366,00000000,CA,SRF,1953,,1,MultiPolygon,4.9788671,24978,1,,2.144325987e-06,0.005269654
USF,,,, ,, ,00000055,00000000,CA,TNF,1953,,1,MultiPolygon,797.40228,32849,1,,0.000337205,0.081789898
USF,,,,,, ,00000062,00000000,CA,CNF,1954,,1,MultiPolygon,77.63372,28724,1,,3.023155309e-05,0.022798717
USF,,,, ,, ,00000001,00000000,CA,TNF,1954,,1,MultiPolygon,11.311759,32852,1,,4.789912341e-06,0.008536655
